FileName,PortionType,FoodCodeCommon,FC_Description,Portion,Multiplier,Rank,Link,GPTFoodDescription,GPTFoodCode,LabelAmount,LabelUnit,PortionShot,GPTPortionDescription,GPTPortionReason,GPTPortionAmount,GPTPortionAmountReason,PortionCode,PortionSubCode,BaseUnit,FoodCode,Portion weight (g),CalculatedWeight,CalculatedWeightGPT,Energy (kcal),Energy (kcal)_GPT,Protein (g),Protein (g)_GPT,Carbohydrate (g),Carbohydrate (g)_GPT,Total Fat (g),Total Fat (g)_GPT
052109121.png,largest,51101010,"Bread, white, toasted",1 slice,2.1155,72,https://asa24.nci.nih.gov/images/052109121.png,A single slice of plain white bread (sliced loaf).,['51101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,3/4 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,3/4 slice ,3/4 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,3/4 slice ,1 slice ,1/2 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice",1 slice,,1,,90000.0,0.0,slice,51101010.0,9.0,9.0,9.0,26.37,26.37,0.9324,0.9324,4.8663,4.8663,0.3546,0.3546
073108403.png,largest,14107030,"Cheese, Mozzarella, part skim",1 slice,2.5,77,https://asa24.nci.nih.gov/images/073108403.png,A small pat/slice of butter.,['81101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,1 slice ,1 slice ,1 cup ,1 stick ,1 slice ,1 cup ,1 cup ,1 slice ,1 slice ,7/8 cup ,7/8 cup ,7/8 cup ,7/8 cup ,3/4 cup ,3/4 cup ,1 slice ,3/4 cup ,3/4 cup ,1 slice ,5/8 cup ,5/8 cup ,5/8 cup ,5/8 cup ,1/2 cup ,1/2 stick ,1/2 cup ,1/2 cup ,3/4 cup ,1 slice ,3/8 cup ,3/8 cup ,3/8 cup ,3/8 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/8 cup ,1/8 cup ,1/8 cup ,1/8 cup",1 slice,,1,,51000.0,0.0,slice,14107030.0,21.0,21.0,21.0,62.160000000000004,62.160000000000004,4.977,4.977,0.9324000000000001,0.9324000000000001,4.284,4.284
073108403.png,largest,14107030,"Cheese, Mozzarella, part skim",1 slice,2.5,77,https://asa24.nci.nih.gov/images/073108403.png,A small pat/slice of butter.,['81101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,1 slice ,1 slice ,1 cup ,1 stick ,1 slice ,1 cup ,1 cup ,1 slice ,1 slice ,7/8 cup ,7/8 cup ,7/8 cup ,7/8 cup ,3/4 cup ,3/4 cup ,1 slice ,3/4 cup ,3/4 cup ,1 slice ,5/8 cup ,5/8 cup ,5/8 cup ,5/8 cup ,1/2 cup ,1/2 stick ,1/2 cup ,1/2 cup ,3/4 cup ,1 slice ,3/8 cup ,3/8 cup ,3/8 cup ,3/8 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/8 cup ,1/8 cup ,1/8 cup ,1/8 cup",1 slice,,1,,90000.0,0.0,slice,14107030.0,21.0,21.0,21.0,62.160000000000004,62.160000000000004,4.977,4.977,0.9324000000000001,0.9324000000000001,4.284,4.284
072508108.png,largest,63105010,"Avocado, raw",1 cup,1.0,81,https://asa24.nci.nih.gov/images/072508108.png,"Diced zucchini (courgette), pan‑fried/sautéed.",['75233027'],1.0,cup,"1 cup ,1 whole ,1 slice ,7/8 cup ,3/4 cup ,5/8 cup ,1/2 cup ,3/8 cup ,1/4 cup ,1/8 cup",1/2 cup,,0.5,,10010.0,0.0,cup,63105010.0,150.0,150.0,75.0,240.0,120.0,3.0,1.5,12.795,6.3975,21.990000000000002,10.995000000000001
072302113.png,largest,54325000,"Crackers, saltine",2 cups,2.0,82,https://asa24.nci.nih.gov/images/072302113.png,Plain square crackers — likely saltine (soda/table) crackers (baked wheat crackers with small perforations).,['54325000'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cracker ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup",1-1/4 cups,,,,10205.0,0.0,cup,54325000.0,50.0,100.0,,418.0,,9.46,,74.05,,8.64,
100907104.png,largest,91300100,Pancake syrup,3 tablespoons,3.0,89,https://asa24.nci.nih.gov/images/100907104.png,"Looks like a smooth caramel-like sauce (e.g., caramel or dulce de leche) served in tasting spoons.",['91306020'],3.0,tablespoon,"3 tablespoons ,2 tablespoons ,1 tablespoon ,1 individual packet ,1/2 cup ,1/3 cup ,1/4 cup",3 tablespoons,,3,,,,tablespoon,91300100.0,20.0,60.0,60.0,159.0,159.0,0.0,0.0,41.76,41.76,0.06,0.06
122909118.png,largest,11432000,"Yogurt, low fat milk, fruit",3 cups,3.0,101,https://asa24.nci.nih.gov/images/122909118.png,"Creamy fruit‑flavored yogurt — likely strawberry (stirred, smooth style).",['11431000'],3.0,cup,"3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,1 cup ,16 ounces ,18 ounces ,18 ounces ,16 ounces ,18 ounces ,1 tube ,1 pouch ,13.3 FO ,14 ounces ,14 ounces ,3/4 cup ,1/2 cup ,18 ounces ,16 ounces ,14 ounces ,1/4 cup",1 cup,,1,,,,cup,11432000.0,245.0,735.0,245.0,654.15,218.05,34.251,11.417,106.281,35.42700000000001,10.069500000000001,3.3565000000000005
052809113.png,largest,51301020,"Bread, wheat or cracked wheat, toasted",1 slice,19.643,102,https://asa24.nci.nih.gov/images/052809113.png,A slice of toasted bread (toast).,['51000110'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,3/4 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1/2 slice ,1 slice ,1/4 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice",1 slice,,1,,51000.0,0.0,slice,51301020.0,9.0,9.0,9.0,27.09,27.09,1.0548,1.0548,4.7016,4.7016,0.4482000000000001,0.4482000000000001
052809113.png,largest,51301020,"Bread, wheat or cracked wheat, toasted",1 slice,19.643,102,https://asa24.nci.nih.gov/images/052809113.png,A slice of toasted bread (toast).,['51000110'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,3/4 slice ,1/2 slice ,1 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1 slice ,1/2 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,1 slice ,3/4 slice ,3/4 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1/2 slice ,1 slice ,1/4 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice",1 slice,,1,,90000.0,0.0,slice,51301020.0,9.0,9.0,9.0,27.09,27.09,1.0548,1.0548,4.7016,4.7016,0.4482000000000001,0.4482000000000001
071602123.png,largest,63203010,"Blueberries, raw",2 cups,2.0,103,https://asa24.nci.nih.gov/images/071602123.png,Fresh blueberries.,['63203010'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,3/4 cup ,1/2 cup ,1/4 cup ,1 fruit",1 cup,,1,,10205.0,0.0,cup,63203010.0,150.0,300.0,150.0,171.0,85.5,2.22,1.11,43.47,21.735,0.99,0.495
101607109.png,largest,21500100,"Beef, ground",2 cups,2.0,107,https://asa24.nci.nih.gov/images/101607109.png,Crumbled cooked ground meat (minced meat) — it could also be rehydrated textured vegetable protein (soya mince); the image doesn't allow a reliable distinction.,"['21500100', '41440000']",2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 patty ,1 large ,1 patty ,1 small ,1 small ,1 patty ,1 patty ,1 patty ,1 medium ,1 patty ,1 patty ,1 medium ,1 patty ,1 cup ,1 large ,1 patty ,1 medium ,1 small ,1 patty ,3/4 patty ,1 patty ,3/4 patty ,1 patty ,3/4 patty ,3/4 cup ,1 large ,1 patty ,1 large ,1 patty ,1 patty ,1 medium ,1/2 cup ,1/2 patty ,1/2 patty ,1 small ,1/2 patty ,1 large ,1/4 patty ,1/4 patty ,1 patty ,1/4 patty ,1 patty ,1 small ,1 medium ,1 patty ,1/4 cup ,1 small ,1 large ,1 patty ,1 patty ,1 medium ,1 patty",1 cup,,1,,,,cup,21500100.0,125.0,250.0,125.0,652.5,326.25,63.875,31.9375,0.0,0.0,42.050000000000004,21.025000000000002
072502410.png,largest,63109010,"Cantaloupe, raw",2 cups,2.0,111,https://asa24.nci.nih.gov/images/072502410.png,Diced cantaloupe (melon).,['63109010'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 wedge or slice ,1 wedge (1/8 melon) ,1 wedge (1/8 melon) ,1 wedge (1/8 melon) ,1 wedge (1/8 melon) ,1 wedge or slice ,1 wedge or slice ,1 wedge (1/8 melon) ,1 wedge (1/8 melon) ,1 cup ,8 pieces ,3/4 wedge or slice ,1 wedge (1/8 melon) ,1 wedge (1/8 melon) ,3/4 cup ,1 wedge or slice ,3/4 wedge ,3/4 wedge ,7 pieces ,6 pieces ,5 pieces ,1/2 wedge ,1/2 wedge or slice ,1/2 wedge ,1 wedge or slice ,1 wedge (1/8 melon) ,1/2 cup ,1 wedge (1/8 melon) ,4 pieces ,3 pieces ,1/4 cup ,1/4 wedge ,1 wedge (1/8 melon) ,1/4 wedge or slice ,1 wedge or slice ,1 wedge (1/8 melon) ,1/4 wedge ,2 pieces ,1 wedge (1/8 melon) ,1 wedge or slice ,1 wedge (1/8 melon) ,1 piece",1 cup,,1,,,,cup,63109010.0,155.0,310.0,155.0,117.8,58.9,2.542,1.271,25.296,12.648,0.5579999999999999,0.27899999999999997
073002340.png,largest,72125100,"Spinach, raw",2 cups,2.0,112,https://asa24.nci.nih.gov/images/073002340.png,Cooked spinach — wilted/blanched (steamed or boiled) spinach leaves.,['72125211'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 cup ,1 leaf ,3/4 cup ,1/2 cup ,1/4 cup",1 cup,,3,,10205.0,0.0,cup,72125100.0,25.0,50.0,75.0,13.5,20.25,1.425,2.1375,1.205,1.8075,0.31,0.465
113008.png,largest,57805000,"Baby Toddler cereal, rice, dry",6 tablespoons,6.0,119,https://asa24.nci.nih.gov/images/113008.png,Light brown granulated sugar — likely a raw/demerara/turbinado-style cane sugar.,['91102010'],6.0,tablespoon,"6 tablespoons ,6 tablespoons ,6 tablespoons ,6 tablespoons ,5 tablespoons ,5 tablespoons ,5 tablespoons ,5 tablespoons ,4 tablespoons ,4 tablespoons ,4 tablespoons ,4 tablespoons ,3 tablespoons ,3 tablespoons ,3 tablespoons ,3 tablespoons ,2 tablespoons ,2 tablespoons ,2 tablespoons ,2 tablespoons ,1 tablespoon ,1 tablespoon ,1 tablespoon ,1 tablespoon ,2 teaspoons ,2 teaspoons ,2 teaspoons ,2 teaspoons ,1 teaspoon ,1 teaspoon ,1 teaspoon ,1 teaspoon",6 tablespoons,,6,,,,tablespoon,57805000.0,3.8,22.799999999999997,22.799999999999997,88.91999999999999,88.91999999999999,1.5161999999999998,1.5161999999999998,18.95592,18.95592,0.49932,0.49932
020309403.png,largest,81103080,"Margarine-oil blend, tub",2 tablespoons,2.0,123,https://asa24.nci.nih.gov/images/020309403.png,The image shows three empty ceramic/porcelain spoons — no food is visible.,,2.0,tablespoon,"2 tablespoons ,1-1/2 tablespoons ,1 tablespoon ,2 teaspoons ,1 teaspoon ,1/2 teaspoon",2 tablespoons,,,,,,tablespoon,81103080.0,14.0,28.0,,149.24,,0.04760000000000001,,0.2408,,16.7468,
071808115.png,largest,63141010,"Pineapple, raw",1 cup,1.0,128,https://asa24.nci.nih.gov/images/071808115.png,Pineapple chunks (cut pineapple pieces).,['63141010'],1.0,cup,"1 cup ,1/4 slice ,7/8 cup ,3/4 cup ,1/2 slice ,5/8 cup ,1/2 cup ,3/4 slice ,3/8 cup ,1/4 cup ,1 slice ,1/8 cup",1 cup,,0.75,,10066.0,0.0,cup,63141010.0,165.0,165.0,123.75,82.5,61.875,0.8910000000000001,0.66825,21.647999999999996,16.236,0.198,0.1485
020309403.png,largest,81102020,"Margarine, tub",2 tablespoons,2.0,129,https://asa24.nci.nih.gov/images/020309403.png,No food is visible; the image shows three empty measuring spoons.,,2.0,tablespoon,"2 tablespoons ,1-1/2 tablespoons ,1 tablespoon ,2 teaspoons ,1 teaspoon ,1/2 teaspoon",2 tablespoons,,3,,,,tablespoon,81102020.0,14.0,28.0,42.0,149.24,223.86,0.04760000000000001,0.0714,0.2408,0.36119999999999997,16.7468,25.1202
110509143.png,largest,75114000,"Mixed salad greens, raw",4 cups,4.0,131,https://asa24.nci.nih.gov/images/110509143.png,"Dried moringa leaves (drumstick leaf), typically sold as loose leaves for tea or cooking.",['92308520'],4.0,cup,"4 cups ,3-1/2 cups ,3 cups ,2-1/2 cups ,2 cups ,1-1/2 cups ,1 cup ,1/2 cup",4 cups,,2.5,,10160.0,0.0,cup,75114000.0,35.0,140.0,87.5,23.8,14.875,2.254,1.40875,3.682,2.30125,0.392,0.24500000000000005
062608416.png,largest,14301010,"Cream cheese, regular, plain",3 tablespoons,3.0,136,https://asa24.nci.nih.gov/images/062608416.png,The image shows plastic measuring spoons and contains no food to identify.,,3.0,tablespoon,"3 tablespoons ,2-1/2 tablespoons ,2 tablespoons ,1-1/2 tablespoons ,1 tablespoon ,1 packet ,2 teaspoons ,1 teaspoon ,1/2 teaspoon",3 tablespoons,,3,,,,tablespoon,14301010.0,15.0,45.0,45.0,157.5,157.5,2.7675,2.7675,2.484,2.484,15.498,15.498
111909121.png,largest,72116000,"Romaine lettuce, raw",4 cups,4.0,137,https://asa24.nci.nih.gov/images/111909121.png,Green leaf (loose‑leaf) lettuce.,['75113000'],4.0,cup,"4 cups ,4 cups ,4 cups ,3-1/2 cups ,3-1/2 cups ,3-1/2 cups ,3 cups ,3 cups ,3 cups ,2-1/2 cups ,2-1/2 cups ,2-1/2 cups ,2 cups ,2 cups ,2 cups ,1-1/2 cups ,1-1/2 cups ,1-1/2 cups ,1 head ,1 cup ,1 leaf ,1 leaf ,1 head ,1 leaf ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 cup ,1 cup ,1 head ,1 head ,1 head ,1 head ,7/8 head ,7/8 head ,1 head ,7/8 head ,7/8 head ,1 head ,7/8 head ,7/8 head ,1 head ,1 head ,1 head ,1 head ,1 head ,3/4 head ,1 head ,3/4 head ,3/4 head ,1 head ,1 head ,1 head ,3/4 head ,3/4 head ,3/4 head ,1 head ,5/8 head ,1 head ,1 head ,1 head ,5/8 head ,5/8 head ,1 head ,5/8 head ,5/8 head ,1 head ,5/8 head ,1 head ,1 head ,1/2 cup ,1 head ,1/2 head ,1/2 cup ,1/2 head ,1/2 head ,1/2 head ,1 head ,1/2 cup ,1 head ,1/2 head ,1 head ,1/2 head ,3/8 head ,3/8 head ,3/8 head ,1 head ,1 head ,1 head ,3/8 head ,3/8 head ,3/8 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1/4 head ,1 head ,1 head ,1 head ,1/4 head ,1/4 head ,1/4 head ,1/4 head ,1 head ,1/4 head ,1/8 head ,1/8 head ,1/8 head ,1/8 head ,1 head ,1/8 head ,1 head ,1/8 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head ,1 head",4 cups,,2,,,,cup,72116000.0,35.0,140.0,70.0,21.0,10.5,1.9040000000000001,0.9520000000000001,4.018,2.009,0.21,0.105
100207116.png,largest,51180010,Bagel,1 bagel,1.0,138,https://asa24.nci.nih.gov/images/100207116.png,Plain bagel.,['51180010'],1.0,bagel,"1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,3/4 bagel ,1 bagel ,1 bagel ,3/4 bagel ,1 bagel ,3/4 bagel ,3/4 bagel ,1 bagel ,1/2 bagel ,1 bagel ,1/2 bagel ,1 bagel ,1/2 bagel ,1 bagel ,1/2 bagel ,1 bagel ,1/4 bagel ,1 bagel ,1/4 bagel ,1 bagel ,1/4 bagel ,1/4 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel",1 bagel,,1,,62862.0,0.0,bagel,51180010.0,46.0,46.0,46.0,121.44,121.44,4.857600000000001,4.857600000000001,24.0948,24.0948,0.6072000000000001,0.6072000000000001
100207116.png,largest,51180010,Bagel,1 bagel,1.0,138,https://asa24.nci.nih.gov/images/100207116.png,Plain bagel.,['51180010'],1.0,bagel,"1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,3/4 bagel ,1 bagel ,1 bagel ,3/4 bagel ,1 bagel ,3/4 bagel ,3/4 bagel ,1 bagel ,1/2 bagel ,1 bagel ,1/2 bagel ,1 bagel ,1/2 bagel ,1 bagel ,1/2 bagel ,1 bagel ,1/4 bagel ,1 bagel ,1/4 bagel ,1 bagel ,1/4 bagel ,1/4 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel ,1 bagel",1 bagel,,1,,90000.0,0.0,bagel,51180010.0,46.0,46.0,46.0,121.44,121.44,4.857600000000001,4.857600000000001,24.0948,24.0948,0.6072000000000001,0.6072000000000001
113099c.png,largest,74402200,"Salsa, red, homemade",1/2 cup,0.5,141,https://asa24.nci.nih.gov/images/113099c.png,Tomato-based sauce (smooth tomato purée/sauce),['74404010'],0.5,cup,"1/2 cup ,1/3 cup ,1/4 cup ,3 tablespoons ,2 tablespoons ,1 tablespoon",1/2 cup,,1,,,,cup,74402200.0,234.0,117.0,234.0,39.78,79.56,1.6847999999999999,3.3695999999999997,7.885800000000001,15.771600000000001,0.2223,0.4446
081508410.png,largest,14108010,"Cheese, Parmesan, dry grated",4 tablespoons,4.0,146,https://asa24.nci.nih.gov/images/081508410.png,"A fine white powdered ingredient — likely a common baking powder such as flour, powdered (confectioners') sugar, cornstarch, or baking powder. 
I can’t determine the exact substance from the image alone.",['91101020'],4.0,tablespoon,"4 tablespoons ,3 tablespoons ,2 tablespoons ,1 tablespoon",3 tablespoons,,3,,21000.0,0.0,tablespoon,14108010.0,6.2,24.8,18.6,104.16,78.12,7.340800000000001,5.5056,3.0752000000000006,2.3064,6.944,5.208000000000001
091307269.png,largest,63137010,"Pear, raw",2 cups,2.0,151,https://asa24.nci.nih.gov/images/091307269.png,"Peeled, uncooked potato wedges (raw potato slices).",['71104100'],2.0,cup,"2 cups ,1-3/4 cups ,1-1/2 cups ,1-1/4 cups ,1 medium size ,1 cup ,1 pear ,1 pear ,1 pear ,1 pear ,1 pear ,1 whole fruit ,1 whole fruit ,1 pear ,1 slice ,1 pear ,3/4 medium ,1 pear ,3/4 medium ,1 pear ,3/4 cup ,3/4 medium ,1/2 cup ,1 pear ,1/2 medium ,1 pear ,1/2 medium ,1/2 medium ,1 pear ,1 pear ,1 pear ,1/4 medium ,1/4 medium ,1 pear ,1/4 medium ,1/4 cup ,1 pear ,1 pear ,1 pear",1 cup,,1,,10163.0,0.0,cup,63137010.0,125.0,250.0,125.0,147.5,73.75,0.925,0.4625,37.95,18.975,0.375,0.1875
113096.png,largest,83110000,Mayonnaise-type salad dressing,6 tablespoons,6.0,156,https://asa24.nci.nih.gov/images/113096.png,"A beige powdered ingredient in measuring spoons — likely a ground spice (for example, ground ginger).",['92306850'],6.0,tablespoon,"6 tablespoons ,5 tablespoons ,4 tablespoons ,3 tablespoons ,2 tablespoons ,1 packet ,1 tablespoon ,1 tablespoon ,2 teaspoons ,1 teaspoon",6 tablespoons,,6,,21000.0,0.0,tablespoon,83110000.0,14.7,88.19999999999999,88.19999999999999,220.49999999999997,220.49999999999997,0.5732999999999999,0.5732999999999999,13.035959999999998,13.035959999999998,19.051199999999998,19.051199999999998
030309117.png,largest,51300120,"Bread, whole wheat, toasted",1 slice,1.0,159,https://asa24.nci.nih.gov/images/030309117.png,A single slice of whole wheat (wholemeal) bread — appears to be lightly toasted.,['51300120'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,3/4 slice ,1 slice ,3/4 slice ,3/4 slice ,3/4 slice ,1 slice ,1/2 slice ,1/2 slice ,1 slice ,1/2 slice ,1 slice ,1 slice ,1/2 slice ,1/4 slice ,1 slice ,1 slice ,1/4 slice ,1 slice ,1/4 slice ,1/4 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice",1 slice,,1,,,,slice,51300120.0,9.0,9.0,9.0,25.11,25.11,1.2167999999999999,1.2167999999999999,4.2624,4.2624,0.35100000000000003,0.35100000000000003
073108403.png,largest,14109010,"Cheese, Swiss",1 slice,2.5,160,https://asa24.nci.nih.gov/images/073108403.png,A slice/pat of butter.,['81101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,1 cup ,1 cup ,1 cup ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,1 slice ,1 slice ,1 slice ,1 slice ,7/8 cup ,7/8 cup ,7/8 cup ,7/8 cup ,7/8 cup ,3/4 cup ,3/4 cup ,3/4 cup ,3/4 cup ,3/4 cup ,1 slice ,1 slice ,5/8 cup ,5/8 cup ,5/8 cup ,5/8 cup ,5/8 cup ,1/2 cup ,1/2 cup ,3/4 cup ,1/2 cup ,1/2 cup ,1 slice ,1 slice ,3/8 cup ,3/8 cup ,3/8 cup ,3/8 cup ,3/8 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/8 cup ,1/8 cup ,1/8 cup ,1/8 cup ,1/8 cup",1 slice,,1,,51000.0,0.0,slice,14109010.0,21.0,21.0,21.0,82.53,82.53,5.67,5.67,0.3024,0.3024,6.51,6.51
073108403.png,largest,14109010,"Cheese, Swiss",1 slice,2.5,160,https://asa24.nci.nih.gov/images/073108403.png,A slice/pat of butter.,['81101000'],1.0,slice,"1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,1 cup ,1 cup ,1 cup ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 slice ,1 cup ,1 slice ,1 slice ,1 slice ,1 slice ,7/8 cup ,7/8 cup ,7/8 cup ,7/8 cup ,7/8 cup ,3/4 cup ,3/4 cup ,3/4 cup ,3/4 cup ,3/4 cup ,1 slice ,1 slice ,5/8 cup ,5/8 cup ,5/8 cup ,5/8 cup ,5/8 cup ,1/2 cup ,1/2 cup ,3/4 cup ,1/2 cup ,1/2 cup ,1 slice ,1 slice ,3/8 cup ,3/8 cup ,3/8 cup ,3/8 cup ,3/8 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/4 cup ,1/8 cup ,1/8 cup ,1/8 cup ,1/8 cup ,1/8 cup",1 slice,,1,,90000.0,0.0,slice,14109010.0,21.0,21.0,21.0,82.53,82.53,5.67,5.67,0.3024,0.3024,6.51,6.51
