dish_id,total_calories,total_mass,total_fat,total_carbs,total_protein,ingredients,sorted_ingredients
dish_1561404485,511.373352,349,34.245193,19.275635,34.533295,"cucumbers, garlic, mixed greens, salt, lime, vinegar, olive oil, beets, wheat berry, steak, pepper, cherry tomatoes, cauliflower, carrot","beets, carrot, cauliflower, cherry tomatoes, cucumbers, garlic, lime, mixed greens, olive oil, pepper, salt, steak, vinegar, wheat berry"
dish_1564168695,385.007996,78,34.163998,0,18.018,pepperoni,pepperoni
dish_1564429184,389.65799,202,22.018,18.786001,37.975998,tempeh,tempeh
dish_1575393132,0,162,0,0,0,"tomatoes, avocado, multigrain bread, olive oil, edamame, salt, sunflower seeds, pumpkin seeds","avocado, edamame, multigrain bread, olive oil, pumpkin seeds, salt, sunflower seeds, tomatoes"
dish_1571932448,0,334,0,0,0,oatmeal,oatmeal
dish_1561665671,158.389008,89,5.056,23.98,5.919,"corn on the cob, pizza","corn on the cob, pizza"
dish_1563910639,697.289185,447,29.137266,20.529985,80.965355,"garlic, lime, chili, salt, onions, lemon juice, olive oil, cilantro, brown rice, spinach (raw), jalapenos, ginger, salmon, shallots","brown rice, chili, cilantro, garlic, ginger, jalapenos, lemon juice, lime, olive oil, onions, salmon, salt, shallots, spinach (raw)"
dish_1562785132,211.542679,192,24.6008,10.392798,28.955555,"fish, country rice, onions, olive oil, garlic, salt, green onions","country rice, fish, garlic, green onions, olive oil, onions, salt"
dish_1562602657,610.365173,236,44.069649,31.015892,24.324261,"pepper, salt, hash browns, brussels sprouts, sausage, olive oil","brussels sprouts, hash browns, olive oil, pepper, salt, sausage"
dish_1559841091,163.423492,166,4.932,22.135,8.053,"blackberries, chicken apple sausage, sweet potato, yam","blackberries, chicken apple sausage, sweet potato, yam"
dish_1562168696,95.114838,141,2.474677,18.134903,1.705,"raspberries, vinaigrette, berries, granola, blackberries, mixed greens, honeydew melons","berries, blackberries, granola, honeydew melons, mixed greens, raspberries, vinaigrette"
dish_1565986702,211.343994,204,24.373022,6.954482,27.831074,"lemon juice, wheat berry, parsley, cherry tomatoes, fish, salt, garlic, shallots, chive, olive oil, chard","chard, cherry tomatoes, chive, fish, garlic, lemon juice, olive oil, parsley, salt, shallots, wheat berry"
dish_1558637423,948.859009,409,66.363998,77.916,32.687,"corn on the cob, grapes, apple, almonds","almonds, apple, corn on the cob, grapes"
dish_1558723568,179.618988,356,1.848,42.959999,3.879,"cantaloupe, corn on the cob, carrot, cauliflower, apple","apple, cantaloupe, carrot, cauliflower, corn on the cob"
dish_1565637578,197.301407,168,4.829733,18.116875,19.958797,"pineapple, parmesan cheese, salt, thyme, olive oil, wheat berry, garlic, spinach (raw), cherry tomatoes, quinoa, chicken breast","cherry tomatoes, chicken breast, garlic, olive oil, parmesan cheese, pineapple, quinoa, salt, spinach (raw), thyme, wheat berry"
dish_1563823894,368.341003,400,20.78381,18.219273,30.525043,"cucumbers, olive oil, turnips, tatsoi, parsley, salt, steak, wheat berry, pepper, lime, cauliflower, garlic, lemon juice, kale","cauliflower, cucumbers, garlic, kale, lemon juice, lime, olive oil, parsley, pepper, salt, steak, tatsoi, turnips, wheat berry"
dish_1568401018,587.709961,447,12.476,7.196,106.168007,"broccoli, chicken, mixed greens","broccoli, chicken, mixed greens"
dish_1565117892,132.599991,102,0.612,0,29.58,tuna,tuna
dish_1567801791,225.472412,111,9.406758,23.573153,11.11602,"salt, sugar, cheese pizza, roasted potatoes, pork, bok choy, white rice, pepper, garlic, soy sauce","bok choy, cheese pizza, garlic, pepper, pork, roasted potatoes, salt, soy sauce, sugar, white rice"
dish_1564171996,519.50116,484,21.996632,37.141384,43.830639,"pepper, zucchini, garlic, brown rice, wheat berry, arugula, olive oil, thyme, tatsoi, kale, lemon juice, parsley, cucumbers, squash, salmon, broccoli, salt","arugula, broccoli, brown rice, cucumbers, garlic, kale, lemon juice, olive oil, parsley, pepper, salmon, salt, squash, tatsoi, thyme, wheat berry, zucchini"
dish_1565638515,198.970978,165,10.759086,8.950356,16.704958,"white rice, garlic, onions, zucchini, parsley, olive oil, rosemary, pork, green beans, arugula, salt","arugula, garlic, green beans, olive oil, onions, parsley, pork, rosemary, salt, white rice, zucchini"
dish_1562611649,278.488983,146,17.101799,20.045015,12.508038,"radishes, pepperoni pizza, steak, vinegar, blueberries, kale, lemon juice, salt, cilantro, pineapple, jalapenos, spinach (raw), onions, mustard, olive oil, white rice, garlic","blueberries, cilantro, garlic, jalapenos, kale, lemon juice, mustard, olive oil, onions, pepperoni pizza, pineapple, radishes, salt, spinach (raw), steak, vinegar, white rice"
dish_1558468494,15.785,77,0.231,2.618,0.693,squash,squash
dish_1561579576,78.00235,267,2.036824,14.455882,3.650353,"cauliflower, olive oil, salt, eggplant","cauliflower, eggplant, olive oil, salt"
dish_1558638292,190.309982,356,0.755,46.080002,3.179,"cantaloupe, apple, white rice, carrot","apple, cantaloupe, carrot, white rice"
dish_1575653017,0,71,0,0,0,"pears, honey, quinoa, parsley, ginger, greek yogurt","ginger, greek yogurt, honey, parsley, pears, quinoa"
dish_1562691705,412.67688,554,11.57625,51.617321,27.196392,"chia seeds, yam, egg whites, milk, olive oil, greek yogurt, sweet potato, watermelon, broccoli, chicken apple sausage","broccoli, chia seeds, chicken apple sausage, egg whites, greek yogurt, milk, olive oil, sweet potato, watermelon, yam"
dish_1560443607,380.799988,706,1.439,67.547005,26.071001,"grapes, honeydew melons, egg whites, berries, pineapple","berries, egg whites, grapes, honeydew melons, pineapple"
dish_1561147997,185.180023,133,8.629007,20.639935,7.060393,"chard, vinegar, arugula, blueberries, olive oil, cheese pizza, almonds, salt, raspberries, mustard, zucchini, carrot","almonds, arugula, blueberries, carrot, chard, cheese pizza, mustard, olive oil, raspberries, salt, vinegar, zucchini"
dish_1561739973,295.369995,280,16.279999,20.406,16.709999,"broccoli, scrambled eggs, sweet potato","broccoli, scrambled eggs, sweet potato"
dish_1564169878,732.513428,341,36.986099,36.232471,63.006413,"tomatoes, garlic, onions, chili, tortilla, salt, cilantro, olive oil, chicken thighs, cheese","cheese, chicken thighs, chili, cilantro, garlic, olive oil, onions, salt, tomatoes, tortilla"
dish_1559149688,281.454987,181,19.004999,2.172,22.625,eggs,eggs
dish_1560444931,112.660004,200,3.982,16.460001,4.306,"watermelon, honeydew melons, pineapple, scrambled eggs","honeydew melons, pineapple, scrambled eggs, watermelon"
dish_1561752535,358.001984,307,18.121077,21.717422,28.101458,"cilantro, garlic, chili, salt, tortilla, onions, tomatoes, olive oil, chicken thighs, squash, caesar salad, turnips, cheese","caesar salad, cheese, chicken thighs, chili, cilantro, garlic, olive oil, onions, salt, squash, tomatoes, tortilla, turnips"
dish_1565107211,523.634644,799,13.528048,49.041954,47.71722,"salsa, sweet potato, scrambled eggs, olive oil, egg whites, watermelon, grapes","egg whites, grapes, olive oil, salsa, scrambled eggs, sweet potato, watermelon"
dish_1563565761,88.662773,159,7.853437,5.880221,11.434039,"mushroom, wheat berry, chard, cherry tomatoes, fish, onions, salt, garlic, shallots, chive, olive oil, kale, lemon juice, parsley","chard, cherry tomatoes, chive, fish, garlic, kale, lemon juice, mushroom, olive oil, onions, parsley, salt, shallots, wheat berry"
dish_1561405356,206.645203,176,4.198396,7.496847,33.413628,"ginger, vinegar, olive oil, garlic, soy sauce, broccoli, green onions, salt, chicken, white rice, spinach (raw), green beans","broccoli, chicken, garlic, ginger, green beans, green onions, olive oil, salt, soy sauce, spinach (raw), vinegar, white rice"
dish_1562945186,191.530792,219,8.581273,17.336327,13.361717,"broccoli, greek yogurt, chia seeds, milk, olive oil","broccoli, chia seeds, greek yogurt, milk, olive oil"
dish_1567022180,48.860001,162,0.324,11.146,2.052,"bell peppers, carrot, cherry tomatoes","bell peppers, carrot, cherry tomatoes"
dish_1573665080,0,340,0,0,0,"scrambled eggs, hash browns, sausage","hash browns, sausage, scrambled eggs"
dish_1565118067,623.429932,522,12.966,41.417,82.112991,"carrot, chicken breast, tuna, cherry tomatoes, cheese pizza, bell peppers","bell peppers, carrot, cheese pizza, cherry tomatoes, chicken breast, tuna"
dish_1562947469,392.362,320,19.924,42.094002,12.858,"berries, roasted potatoes, pineapple, sausage","berries, pineapple, roasted potatoes, sausage"
dish_1563996485,178.039185,201,11.607642,16.567097,4.172902,"salt, pepper, blueberries, chard, arugula, vinegar, mustard, olive oil, walnuts, roasted potatoes, cauliflower","arugula, blueberries, cauliflower, chard, mustard, olive oil, pepper, roasted potatoes, salt, vinegar, walnuts"
dish_1562095283,229.517426,197,19.747328,11.772673,5.268715,"onions, cucumbers, mustard, salt, garlic, sun dried tomatoes, vinegar, spinach (raw), olive oil","cucumbers, garlic, mustard, olive oil, onions, salt, spinach (raw), sun dried tomatoes, vinegar"
dish_1558632233,122.604004,193,2.714,23.712,4.486,"garden salad, corn on the cob, cantaloupe","cantaloupe, corn on the cob, garden salad"
dish_1566413419,285.830017,280,11.570001,11.296,36.287003,"chicken, avocado, spinach (raw), broccoli","avocado, broccoli, chicken, spinach (raw)"
dish_1561392632,500.114899,352,35.600468,19.517466,26.380598,"olive oil, cucumbers, mustard, bacon, berries, salt, bell peppers, garlic, broccoli, scrambled eggs, radishes, vinegar","bacon, bell peppers, berries, broccoli, cucumbers, garlic, mustard, olive oil, radishes, salt, scrambled eggs, vinegar"
dish_1559332418,482.108826,271,24.459951,10.669066,50.326538,"thyme, salmon, olive oil, pepper, brown rice, arugula, salt","arugula, brown rice, olive oil, pepper, salmon, salt, thyme"
dish_1560799407,220.901733,122,14.96129,10.166318,12.222573,"pork, spinach (raw), sunflower seeds, white rice, parsley, lemon juice, olive oil, cranberries, arugula, raisins, garlic, carrot, onions, salt, rosemary, zucchini","arugula, carrot, cranberries, garlic, lemon juice, olive oil, onions, parsley, pork, raisins, rosemary, salt, spinach (raw), sunflower seeds, white rice, zucchini"
dish_1562958603,171.839996,93,10.417,9.436001,10.408,"olives, chicken salad, chickpeas","chicken salad, chickpeas, olives"
dish_1561749857,366.579254,447,15.792132,21.602934,35.232506,"arugula, brown rice, cucumbers, salmon, cherry tomatoes, pepper, radishes, salt, broccoli, brussels sprouts, olive oil, thyme","arugula, broccoli, brown rice, brussels sprouts, cherry tomatoes, cucumbers, olive oil, pepper, radishes, salmon, salt, thyme"
dish_1563827482,894.521667,621,55.955669,24.548782,77.380013,"caesar salad, garlic, broccoli, zucchini, lime, olive oil, steak, squash, wheat berry, salt, cauliflower","broccoli, caesar salad, cauliflower, garlic, lime, olive oil, salt, squash, steak, wheat berry, zucchini"
dish_1562086740,447.890015,215,33.880001,3.374,30.41,"scrambled eggs, bacon","bacon, scrambled eggs"
dish_1572988785,0,107,0,0,0,"cheese, tortilla, onions, tacos, pork, salsa","cheese, onions, pork, salsa, tacos, tortilla"
dish_1560456814,318.333374,283,23.540922,31.46323,28.815844,"olive oil, chive, lime, fish, corn, jicama, sour cream, parsley, nopales, carrot, garlic, salt, pepper, wild rice, arugula","arugula, carrot, chive, corn, fish, garlic, jicama, lime, nopales, olive oil, parsley, pepper, salt, sour cream, wild rice"
dish_1562963084,375.127289,424,33.556896,26.34886,34.572639,"quinoa, arugula, jalapenos, lemon juice, garlic, roasted potatoes, fish, cherry tomatoes, pepper, olive oil, onions, radishes, cilantro, salt, tomatillo","arugula, cherry tomatoes, cilantro, fish, garlic, jalapenos, lemon juice, olive oil, onions, pepper, quinoa, radishes, roasted potatoes, salt, tomatillo"
dish_1574193262,0,203,0,0,0,"potatoes, steak, carrot, garlic, salt, salsa","carrot, garlic, potatoes, salsa, salt, steak"
dish_1562700931,164.234955,312,10.135185,16.253616,4.613582,"apple, mixed greens, lemon juice, salt, onions, olive oil, squash, vinegar, parsley, cauliflower, millet","apple, cauliflower, lemon juice, millet, mixed greens, olive oil, onions, parsley, salt, squash, vinegar"
dish_1563207389,337.27002,327,13.830001,37.936996,15.290001,"pineapple, sweet potato, olive oil, scrambled eggs, egg whites, grapes, yam","egg whites, grapes, olive oil, pineapple, scrambled eggs, sweet potato, yam"
dish_1566316525,223.888092,83,20.465044,2.697224,7.660691,"olive oil, bacon, radishes, vinegar, bell peppers, garlic, salt, cucumbers, mustard","bacon, bell peppers, cucumbers, garlic, mustard, olive oil, radishes, salt, vinegar"
dish_1564685450,623.007507,288,35.372643,38.998962,37.391777,"pepper, mixed greens, bell peppers, steak, vinegar, cherry tomatoes, millet, salt, lettuce, lime, olive oil, onions, cucumbers, spinach (raw), pizza, ketchup","bell peppers, cherry tomatoes, cucumbers, ketchup, lettuce, lime, millet, mixed greens, olive oil, onions, pepper, pizza, salt, spinach (raw), steak, vinegar"
dish_1559841061,96.389999,99,4.865,6.256,7.182,"blackberries, chicken apple sausage","blackberries, chicken apple sausage"
dish_1565021714,381.171448,662,3.619805,39.628197,41.779121,"olive oil, egg whites, honeydew melons, berries, sweet potato","berries, egg whites, honeydew melons, olive oil, sweet potato"
dish_1574197731,0,145,0,0,0,"potatoes, steak, garlic, salt, salsa","garlic, potatoes, salsa, salt, steak"
dish_1560543505,66.18,172,2.282,9.771001,3.129,"tomatoes, caesar salad","caesar salad, tomatoes"
dish_1563898107,440.69339,424,23.117477,34.801258,25.451927,"raspberries, greek yogurt, blueberries, bacon, pineapple, milk, chia seeds, scrambled eggs","bacon, blueberries, chia seeds, greek yogurt, milk, pineapple, raspberries, scrambled eggs"
dish_1562173267,409.570007,171,27.119999,18.188,21.401001,"chilaquiles, bacon","bacon, chilaquiles"
dish_1566851155,295.284393,260,11.076624,40.562012,9.830684,"spinach (raw), onions, parsley, olive oil, thyme, salt, quinoa, lemon juice, mustard, arugula, cucumbers, vinegar, garlic, shallots, sun dried tomatoes","arugula, cucumbers, garlic, lemon juice, mustard, olive oil, onions, parsley, quinoa, salt, shallots, spinach (raw), sun dried tomatoes, thyme, vinegar"
dish_1563984771,582.809204,388,38.258389,17.855515,41.124001,"mixed greens, granola, raspberries, blackberries, chicken apple sausage, vinaigrette, scrambled eggs","blackberries, chicken apple sausage, granola, mixed greens, raspberries, scrambled eggs, vinaigrette"
dish_1565725156,452.669983,500,11.922,24.225,61.735004,"carrot, bell peppers, chicken, onions, cherry tomatoes, olives","bell peppers, carrot, cherry tomatoes, chicken, olives, onions"
dish_1571946018,0,97,0,0,0,"onions, olive oil, mozzarella cheese, salt, eggplant","eggplant, mozzarella cheese, olive oil, onions, salt"
dish_1561393649,271.540009,359,7.967,30.854,20.491001,"berries, pineapple, cottage cheese","berries, cottage cheese, pineapple"
dish_1564601528,142.740997,163,6.193,19.923,2.401,"turnips, roasted potatoes","roasted potatoes, turnips"
dish_1562184628,444.01001,121,32.879997,0.602,35.41,"bacon, steak","bacon, steak"
dish_1562096542,38.0896,50,2.763935,3.123378,0.942013,"parsley, salt, mixed greens, garlic, artichokes, olive oil, beets, green beans, vinegar","artichokes, beets, garlic, green beans, mixed greens, olive oil, parsley, salt, vinegar"
dish_1565383097,479.248993,430,25.929001,13.332999,50.022999,"spinach (raw), cucumbers, olives, chicken, parmesan cheese","chicken, cucumbers, olives, parmesan cheese, spinach (raw)"
dish_1564432191,261.028381,220,11.519486,32.141861,9.461219,"salt, lime, lettuce, mixed greens, vinegar, cucumbers, pepperoni pizza, onions, olive oil, cauliflower, pineapple, pepper, cherry tomatoes","cauliflower, cherry tomatoes, cucumbers, lettuce, lime, mixed greens, olive oil, onions, pepper, pepperoni pizza, pineapple, salt, vinegar"
dish_1565118029,595.140015,453,12.827999,34.517002,81.492004,"chicken breast, cheese pizza, cherry tomatoes, bell peppers, tuna","bell peppers, cheese pizza, cherry tomatoes, chicken breast, tuna"
